#GENE	SH26-1095-Vehicle	SH26-1125-TDM1	SH26-1127-TDM1	SH26-1182-Combo	SH26-1196-TDM1	SH26-1226-Combo	SH26-1239-Combo	SH26-1259-Resist	SH26-1261-TAK	SH26-1270-TAK	SH26-1274-TAK	SH26-1275-Resist	SH26-1291-Resist	SH26-1313-Vehicle
Gm29395	0	0	3	2	0	0	1	0	0	0	0	1	0	0
Gm29396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29397	0	6	10	3	3	2	0	1	0	1	2	7	3	0
Gm29398	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29399	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29401	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29402	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29403	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29404	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29405	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29406	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29407	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29408	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29409	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29412	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29413	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29414	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29416	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29417	0	0	2	0	0	2	0	0	0	1	0	0	0	0
Gm29418	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29420	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29422	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29423	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29424	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29425	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29426	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29427	0	0	0	1	1	1	1	1	0	0	2	0	1	0
Gm29428	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29429	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29430	0	0	0	0	1	0	0	0	0	2	0	0	0	0
Gm29431	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29432	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29434	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Gm29435	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29436	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29437	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29438	0	0	2	1	0	1	3	3	0	0	1	6	3	0
Gm29439	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29441	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29443	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29444	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29445	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29446	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29447	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29448	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29449	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29450	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29451	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29452	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29453	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29454	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29455	0	2	1	0	0	0	0	0	0	0	0	0	0	0
Gm29456	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29458	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm29459	0	0	5	0	1	0	0	0	1	1	3	0	0	0
Gm29460	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm29461	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm29462	1	0	10	5	2	13	29	3	7	5	3	2	1	0
Gm29464	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm29466	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29468	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29469	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29471	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29472	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29473	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29474	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29475	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29476	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29477	0	1	2	3	0	1	0	0	0	0	0	0	0	0
Gm29478	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29479	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29480	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29481	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29483	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Gm29484	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29485	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm29486	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29487	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29488	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Gm29489	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29490	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29491	0	3	7	9	1	9	5	9	14	8	7	0	0	0
Gm29492	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29495	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29496	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29498	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2950	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29501	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29502	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29503	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29504	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29506	0	0	4	0	1	0	0	0	0	0	0	0	0	0
Gm29507	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29508	10	0	0	1	3	0	0	1	0	0	2	0	0	23
Gm29509	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2951	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29511	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29512	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29513	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29514	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29515	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29517	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29518	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29519	0	4	0	0	1	0	0	0	0	1	1	0	0	0
Gm29520	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29521	5	0	0	1	1	1	1	0	0	2	0	6	0	0
Gm29522	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29523	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29524	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29525	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29526	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29527	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29528	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29529	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29530	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29531	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29534	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29535	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29536	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29537	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29538	20	14	7	21	14	15	13	106	16	53	22	29	11	0
Gm29539	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Gm29540	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29541	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29542	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Gm29543	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm29544	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29546	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29547	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29548	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29549	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29550	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29551	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29552	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29553	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29554	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29555	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29556	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29557	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29558	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29559	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2956	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29560	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29561	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29562	2	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm29563	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29564	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29565	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29566	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29567	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29568	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29569	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29570	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Gm29571	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29572	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29573	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29575	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29577	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29578	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29579	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29580	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29581	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29582	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29584	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29585	0	0	2	3	0	0	0	1	0	1	2	3	0	0
Gm29586	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29587	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29588	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2959	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29590	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29591	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29592	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29594	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29596	0	0	2	0	0	0	0	0	0	0	0	0	1	0
Gm29597	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29598	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29599	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29602	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29603	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29604	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29605	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29606	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29607	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29608	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29609	5	0	1	1	0	0	0	6	2	2	2	1	1	0
Gm2961	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29610	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Gm29611	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29612	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29613	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29614	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29615	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29616	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29617	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29618	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2962	14	9	22	7	19	15	14	11	14	5	14	18	11	17
Gm29622	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29624	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29625	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29626	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29627	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29628	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29629	3	0	8	2	3	2	1	0	1	1	4	3	3	0
Gm29630	0	1	2	3	3	5	16	4	1	4	0	0	0	15
Gm29631	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29632	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29633	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29634	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29635	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29637	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29638	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29639	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29641	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29642	8	5	2	1	0	0	1	0	0	0	7	1	0	0
Gm29644	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29645	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29647	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29648	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29649	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm2965	1	1	0	1	1	0	0	1	1	2	1	0	0	0
Gm29650	90	0	9	21	31	45	27	4	48	20	33	0	0	78
Gm29651	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29652	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29654	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29655	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29656	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29657	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29658	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm29659	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2966	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29662	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29663	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29664	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29665	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29666	3	5	4	1	2	3	12	2	6	9	9	9	4	9
Gm29667	1	0	5	3	3	0	0	0	2	1	1	0	3	1
Gm29668	7	11	15	10	18	16	8	5	15	8	8	0	6	10
Gm29670	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29671	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29672	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29674	12	1	0	1	0	0	3	0	1	0	2	6	0	0
Gm29675	0	2	6	1	10	4	7	11	5	9	9	3	4	0
Gm29676	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29677	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29678	22	3	13	1	7	1	2	0	4	3	12	1	2	0
Gm29680	0	0	0	0	0	0	2	0	0	0	0	3	0	0
Gm29681	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm29682	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29683	0	27	12	23	24	1	10	26	2	23	3	7	3	0
Gm29684	0	4	0	0	0	0	0	2	0	0	1	5	0	0
Gm29685	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm29686	6	4	5	4	3	6	8	4	3	4	4	5	1	14
Gm29687	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29689	2	0	1	1	0	0	0	0	0	1	0	0	0	0
Gm29695	9	37	10	28	90	5	21	13	2	17	2	3	0	0
Gm29696	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29697	6	0	3	0	0	0	0	0	0	0	0	0	0	0
Gm29704	2	0	2	0	0	0	0	0	0	0	1	0	0	0
Gm29705	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29707	2	0	0	0	1	0	0	0	0	5	0	0	0	0
Gm29708	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29711	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29717	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29718	0	0	2	1	1	3	1	0	1	0	0	0	0	0
Gm29719	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29721	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29724	3	0	4	6	4	2	1	16	3	10	8	3	1	0
Gm29725	1	2	2	1	1	1	0	0	1	0	0	0	0	1
Gm29730	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29735	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29736	5	0	0	0	2	0	0	0	1	2	0	0	0	4
Gm29737	0	0	0	0	1	0	0	0	0	0	2	0	0	0
Gm29739	0	1	1	5	2	4	5	1	0	0	1	0	3	0
Gm2974	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29740	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29741	1	0	0	0	0	0	0	0	0	1	0	0	0	1
Gm29742	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29745	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm29747	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29748	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm2975	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29753	3	0	2	0	0	1	1	0	0	0	1	1	0	0
Gm29754	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29755	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29759	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2976	3	1	1	1	0	0	0	3	1	0	0	0	1	0
Gm29761	0	0	0	0	0	0	0	0	0	2	0	0	0	1
Gm29763	0	0	0	0	0	1	0	1	0	1	1	0	0	0
Gm29764	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29767	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm29770	0	2	0	0	1	0	0	0	0	1	0	0	0	0
Gm29771	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29773	0	0	1	0	1	3	0	0	0	0	0	0	0	2
Gm29774	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29776	4	0	7	3	2	0	5	0	0	0	1	5	6	0
Gm29778	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm29781	0	0	0	0	1	1	0	1	0	0	1	1	2	1
Gm29783	10	1	1	3	0	1	0	1	0	0	2	0	1	4
Gm29784	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29785	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm29787	0	7	5	7	10	4	7	3	1	2	6	1	6	0
Gm29788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2979	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29791	0	2	0	0	0	0	0	4	0	0	0	0	0	0
Gm29793	0	0	8	4	3	0	1	3	1	0	0	2	0	0
Gm29794	0	0	0	0	0	0	1	0	0	1	1	0	0	0
Gm29797	0	0	0	0	0	0	4	1	1	0	0	1	0	0
Gm29799	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29803	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29805	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm29807	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29808	0	2	1	1	1	1	0	1	0	0	0	3	0	0
Gm29809	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2981	2	4	1	2	2	1	4	4	2	0	9	9	2	0
Gm29811	0	0	0	0	2	0	1	3	0	2	1	0	0	0
Gm29813	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29815	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29817	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29819	0	0	0	0	0	6	0	0	0	1	0	0	0	0
Gm29823	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29824	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29825	0	0	2	2	0	0	2	0	0	0	0	0	0	0
Gm29839	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29844	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm29848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29856	0	2	0	0	0	0	1	0	0	0	0	0	1	0
Gm2986	3	3	3	0	2	3	0	1	2	3	3	3	1	6
Gm29860	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29863	0	2	2	4	1	5	2	4	0	3	0	3	0	0
Gm29865	7	0	0	0	1	0	1	0	0	2	0	0	1	0
Gm29866	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2987	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29880	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29884	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29895	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Gm2990	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm29904	0	8	3	0	17	3	5	0	0	0	0	0	0	0
Gm29909	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2991	4	5	5	6	4	4	8	8	1	1	3	3	5	5
Gm29918	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29926	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29927	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29946	0	0	0	0	0	0	2	0	0	0	0	1	0	0
Gm29950	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2996	0	0	0	0	0	0	2	2	0	0	1	1	1	0
Gm29961	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm29966	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29968	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29977	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2999	28	13	31	22	16	19	7	10	18	37	32	8	11	5
Gm29992	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29994	0	0	0	0	0	0	0	0	0	0	0	2	1	0
Gm29999	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2a	3884	3705	4779	3626	4093	4488	3684	4859	3453	3885	3677	3986	1827	6228
Gm30003	0	0	0	0	4	2	3	2	4	0	2	0	0	0
Gm30008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30015	7	0	12	2	5	4	7	5	1	2	3	13	3	0
Gm30018	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30023	0	0	2	0	2	1	0	1	0	1	0	0	1	1
Gm30025	56	107	144	125	82	152	111	115	110	192	158	56	96	57
Gm30034	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30042	9	39	17	3	25	9	3	7	1	6	3	8	10	35
Gm30043	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30045	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30052	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30054	12	6	27	4	9	6	10	11	4	8	13	7	3	0
Gm30055	0	0	0	0	2	0	2	3	0	0	1	0	0	0
Gm30074	70	5	10	5	11	0	10	3	1	25	2	12	1	33
Gm30075	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30082	0	1	5	6	1	0	4	8	5	10	9	0	4	0
Gm30083	0	3	2	0	0	0	5	0	0	4	0	1	1	0
